,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
86352,271901,Try hard.,Work hard.,Do your best.,Try hard.,Make an effort.,Try it right!,Try very hard.,Try hard.,Try your best.,Try hard.,Do your best.,You really try.,Try as hard as you can.,Make an effort.
86481,272043,Keep quiet.,Keep quiet!,Stay still.,Keep your mouth shut.,Stay calm.,Stay calm.,Keep it down.,Don't worry.,Keep quiet.,Be quiet.,Shut up.,Stay calm.,Calm down.,Be quiet.
87954,273621,See above.,See above.,See above.,Look above!,See above.,See above.,See above.,See above.,See you in the previous article.,Look higher.,Look up.,See above.,Look up there.,See above.
88018,273694,Everything went smoothly.,Everything is going well.,Everything went smoothly.,Everything went smoothly.,Everything went smoothly.,Everything went smoothly.,Everything went smoothly.,Everything went smoothly.,Everything went well.,Everything went smoothly.,It went smoothly.,Everything went well.,Everything went fine.,Everything went smoothly.
88107,273786,I have no idea.,I don't know.,I have no idea.,I have no idea.,I have no idea.,I don't know.,I have no idea.,I have no idea.,I don't understand at all.,I have no idea.,I have no idea.,No idea.,I have no idea.,I have no idea.
88478,274210,Open the window.,"Open the window, please.",Open the window!,Open the window.,Open the window.,Open the window.,Open the window.,Open the window.,Open the window.,Open the window.,Open the window.,Open the window.,Open the window.,Open the window.
88496,274237,Close the window.,Close the window!,Close the window.,Close the window.,Close the window.,Close the window.,Close the window.,Close the window.,Close the window.,Close the window.,Close the window.,Close the window.,Close the window.,Close the window!
88834,274600,Everybody in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,"In the village, everyone knew him.",Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.,Everyone in the village knew him.
89422,275276,I am exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm tired of dogs.,I'm exhausted.,I'm tired!,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm exhausted.,I'm so tired.,I'm exhausted.
89749,275627,I am a university student.,I'm a college student.,I'm a college student.,I'm a college student.,I'm a student.,I'm a student.,I'm a student at the university.,I'm a college student.,I'm a college student.,I'm a student.,I'm a university student.,I'm a college student.,I'm a college student.,I'm a university student.
89857,275743,Are you all right?,Are you okay?,Are you okay?,Are you all right?,Are you all right?,Are you all right?,Are you okay?,Are you okay?,Are you okay?,Are you okay?,Are you okay?,Are you okay?,Are you okay?,Are you okay?
90203,276105,Is anybody here?,Hello?,Anybody here?,Is someone here?,Hello?,Anybody here?,Is anybody here?,Is anyone here?,Anybody home?,Is anybody here?,Is anyone here?,Is anyone here?,Is anyone here?,Is anyone here?
90204,276106,Is somebody there?,Is anyone there?,Is anyone there?,Is someone out there?,Is anyone there?,Is anyone there?,Is anybody here?,Is anyone there?,Who's there?,Anybody home?,Hello?,Is anyone there?,Is anyone there?,Is anybody there?
90373,276298,Is anybody home?,Is there anyone at home?,Anybody home?,Anybody home?,Is anyone here?,Anybody home?,Anybody home?,Anybody home?,Is anyone home?,Anybody home?,Anybody home?,Anybody home?,Anybody home?,Is anybody home?
90389,276316,Someone is watching you.,Someone's looking at you.,Someone's watching you.,Someone's watching you.,Someone's watching you.,Someone's watching you.,Someone's watching you.,Someone's watching you.,Someone's staring at you.,Someone's watching you.,Someone's watching you.,Someone's looking at you.,Someone's watching you.,Someone's watching you.
90434,276369,Who knows?,Who knows?,Who knows?,Who knows?,Who knows?,Who knows?,Who knows?,Who knows?,Nobody knows.,Who knows?,Who knows?,Who knows?,Who knows?,Who knows?
90652,276629,No one helped me.,No one helped me.,No one helped me.,No one helped me.,Nobody helped me.,Nobody helped me.,No one supported me.,Nobody helped me.,Nobody helped me.,Nobody helped me.,No one helped me.,No one helped me.,No one helped me.,Nobody helped me.
90948,276955,It's too expensive.,It's too expensive.,It costs too much.,It's too expensive.,It's too expensive.,It's too expensive.,It's too expensive.,It's too expensive.,The price is too high.,It's too expensive!,It's too expensive.,It's too expensive.,It's too expensive.,Too expensive.
90985,276998,Ignorance is bliss.,Ignorance is happiness.,"Which doesn't know, which doesn't bother.",Knowledge adds to the pain.,Ignorance is bliss.,What I don't know doesn't make me hot.,"Whatever you know, it won't hurt.",Ignorance is happiness.,Intellectuality is happy.,"What eyes can't see, that heart doesn't regret.","You know less, you sleep harder.",Ignorance is a blessing.,Ignorance is happiness.,You don't know much less how to sleep.
91027,277046,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is a strength.,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is power.,Knowledge is a force.
91406,277466,Let me in.,Let me in.,Let me in.,Let me in.,Let me in.,Let me in.,Let me in.,Let me in.,Please let me in.,Let me in.,Let me in.,Let me in.,Let me in.,Let me in.
91640,277720,Stop talking.,Don't talk anymore.,Stop talking.,Stop talking.,Stop talking.,Shut up.,Stop talking.,Stop talking.,Stop talking.,Stop talking.,Stop talking.,Shut up.,Stop talking.,Stop talking.
91688,277773,Breakfast is ready.,Breakfast is ready.,Breakfast is ready.,Breakfast is ready.,Breakfast is ready.,Breakfast's ready.,Breakfast is ready.,Breakfast is ready.,The breakfast is ready.,Breakfast is ready.,Breakfast's ready!,Breakfast's ready.,Breakfast is ready.,Breakfast is ready.
92046,278174,Birds sing.,Birds sing.,Birds sing.,Birds sing.,The birds are singing.,Birds sing.,Birds sing.,Birds sing.,Birds sing.,Birds sing.,Birds sing.,Birds sing.,Birds sing.,Birds sing.
92080,278213,Birds fly.,Bird fly.,Birds fly.,Birds fly.,The birds are flying.,Birds fly.,Birds fly.,Birds fly.,Birds fly.,Birds fly.,Birds fly.,Birds fly.,Birds fly.,Birds fly.
92087,278220,Birds lay eggs.,Birds lay eggs.,Birds lay eggs.,The birds lay eggs.,Birds lay eggs.,The birds lay eggs.,Chickens lay eggs.,Birds lay eggs.,Birds lay eggs.,Birds can handle eggs.,Birds carry eggs.,Birds lay eggs.,Birds lay eggs.,Birds lay eggs.
92373,278535,It's my brother's.,It's my brother's.,It's my brother's.,It's my brother.,It's my brother's.,It's my brother's.,It belongs to my brother.,It's my brother's.,It's my brother's.,This is my brother's.,It's my brother's.,It's my brother's.,That's my brother's.,It's my brother's.
92441,278606,Don't give up!,Don't give up!,Don't give up!,Don't let go!,Don't give up!,Don't give it up!,Don't give up!,Don't give up!,Don't give up.,Don't give up!,Don't give up!,Don't throw in the towel.,Don't give up!,Don't give up!
92944,279153,Turn off the light.,Turn off the lights.,Turn off the lights.,Turn off the lights.,Turn off the light.,Turn off the lights!,Turn off the light.,Turn off the light.,Turn off the light.,Turn off the light.,Turn off the lights.,Turn off the light.,Turn off the light.,Turn off the light.
93063,279284,Answer the phone.,Pick up the phone.,Pick up the phone.,Pick up the phone.,Answer the phone!,Answer the phone!,Pick up the phone.,Answer the phone.,Answer the phone.,Pick up the phone.,Answer the phone.,Pick up the phone.,Answer the phone.,Pick up the phone.
93811,280125,My head aches.,I have a headache.,I have a headache.,My head is sore.,My head hurts.,I have a headache.,I have a headache.,I have a headache.,I have a headache.,My head hurts.,I have a headache.,My head hurts.,I have a headache.,My head hurts.
93842,280162,Cool off!,Calm down!,Go cool off!,Calm down!,Calm down!,Calm down!,Calm down!,Calm down!,Calm down.,Calm down!,Calm down!,Calm down!,Calm down!,Calm down!
94051,280393,Are you lost?,Are you lost?,Are you lost?,Are you lost?,Are you lost?,Are you lost?,Did you get lost?,Are you lost?,Are you lost?,Are you lost?,Are you lost?,Are you lost?,Are you lost?,Are you lost?
94219,280576,Are you single?,Are you single?,Are you single?,Are you single?,Are you alone?,Are you a bachelor?,Are you free?,Are you single?,Are you single?,Are you single?,You're not married?,Are you single?,Are you single?,Do you have someone?
94881,281301,Have you decided to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?,You decided to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?,Did you decide to go to Japan?,Have you decided to go to Japan?,Have you decided to go to Japan?
95159,281600,Earthquakes frequently hit Japan.,The earthquake hit Japan very frequently.,Japan is often affected by earthquakes.,Earthquakes are repeatedly testing Japan.,Earthquakes frequently affect Japan.,Japan is regularly hit by earthquakes.,Earthquakes often fall on Japan.,Earthquakes frequently strike Japan.,Japan is often hit by earthquakes.,Earthquakes are often in Japan.,There are frequent earthquakes in Japan.,Earthquakes are frequent in Japan.,Earthquakes often hit Japan.,Earthquakes often occur in Japan.
95165,281606,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.,Japan is a rich country.
95175,281616,Welcome to Japan.,Japan welcomes you.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.,Welcome to Japan.
95690,282197,Years passed.,How many years have passed.,Years passed.,The years passed.,Years have passed.,Years passed.,Years passed.,The years passed.,It's been years.,It's been years.,It's been years.,Years passed.,It's been years.,Years passed.
95715,282225,I am eighteen years old.,I'm 18 years old.,I'm 18 years old.,I'm 18 years old.,I'm 18 years old.,I'm 18 years old.,I'm 18 years old.,I'm 18.,I'm 18 years old.,I'm 18.,I'm 18 years old.,I'm eighteen.,I'm 18.,I'm 18 years old.
95883,282398,Nonsense!,I can't believe it.,Bullshit!,Nonsense!,That's bullshit!,Nonsense!,Bullshit!,Nonsense!,This is ridiculous!,Nonsense!,Nonsense!,Nonsense!,It doesn't make sense!,Bullshit!
95938,282462,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.,My back still hurts.
96815,283413,Guess what he told me.,Guess what he told me.,Guess what he told me.,You know what he said to me?,Guess what he told me.,Guess what he told me.,Guess what he told me.,Guess what he told me.,Try to guess what he said.,Guess what he told me?,Guess what he told me.,Guess what he told me.,Guess what he told me.,Guess what he told me.
97008,283629,I like him.,I like him.,I like him.,I like him.,I appreciate it.,I like him.,I love him.,I like it.,I like him.,I like him.,I like him.,I like him.,I like him.,I like him.
98404,285184,Grab him.,Get him.,Get him!,Get him.,Grab him.,Grab him!,Get him.,Grab him.,Get him.,Catch him.,Grab him.,Grab him.,Get him.,Grab him.
99624,286516,Forget him.,Forget about him.,Forget him.,Forget him!,Forget about him.,Forget about him.,Forget him.,Forget it.,Forget about him.,Forget about him.,Forget it.,Forget it.,Forget about him.,Forget him.
